,,,,,Prämien – Grundversicherung,,,,,,,
,,,,,Primes – Assurance de base,,,,,,,
Mit Unfall / avec risque accidents,,,,,,2024,VD,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,Erwachsene / Adultes,,,,Franchise / Franchise,,
100.8,96.5,92.1,87.7,83.4,79,74.6,"Avenir, PrimaCare, Drei und mehr Kinder / Trois",93.8,89.7,85.8,81.6,77.6,73.5,69.4
,,,,,,,enfants et plus,,,,,,,
130.7,124.9,119.1,113.2,107.4,101.6,95.7,"Concordia, MyDoc",123.6,118.1,112.6,107,101.5,96.1,90.5
61.9,56.1,50.3,44.4,38.6,37.5,37.5,"Concordia, MyDoc, ab 3. Kind / dès le 3ème enfant",58.5,53.1,47.6,42,36.5,35.5,35.5
115.3,109.5,103.7,97.8,92,,80.3,"CSS, Gesundheitspraxisversicherung T1",107.3,101.9,96.5,91,85.6,,74.7
116.7,110.9,105.1,99.2,93.4,,81.7,"CSS, Gesundheitspraxisversicherung T2",108.5,103.1,97.8,92.3,86.9,,76
118.1,112.3,106.5,100.6,94.8,,83.1,"CSS, Gesundheitspraxisversicherung T3",109.8,104.4,99,93.5,88.2,,77.3
114.3,108.5,102.7,96.8,91,,79.3,"CSS, Hausarztversicherung Profit",106.3,100.9,95.5,90,84.6,,73.7
119.9,114.1,108.3,102.4,96.6,,84.9,"CSS, Multimed",111.5,106.1,100.7,95.3,89.9,,79
139.8,134,128.2,122.3,116.5,110.7,104.8,"Easy Sana, PrimaCare, Ein Kind / Un enfant",130.1,124.7,119.3,113.8,108.4,103,97.5
104.9,100.5,96.2,91.8,87.4,83.1,78.6,"Easy Sana, PrimaCare, Drei und mehr Kinder / Trois",97.6,93.6,89.5,85.4,81.3,77.3,73.2
,,,,,,,enfants et plus,,,,,,,
118.3,117.3,116.3,115.3,114.3,113.3,,"EGK, EGK-Care",111.3,110.3,109.4,108.4,107.5,106.6,
92.4,91.5,90.5,89.5,88.5,87.5,,"EGK, EGK-Care, ab 3. Kind / dès le 3ème enfant",86.9,86.1,85.1,84.2,83.2,82.3,
169.4,163.6,157.8,151.9,146.1,140.3,134.4,"Galenos, Med Direct",157.6,152.2,146.7,141.3,135.9,130.5,125
68.1,62.3,56.5,50.6,44.8,43,43,"Galenos, Med Direct, ab 3. Kind / dès le 3ème enfant",63.4,58,52.5,47.1,41.7,40,40
126.4,,,,,97.3,,"Helsana, BeneFit PLUS Flexmed",117.6,,,,,90.5,
50.5,,,,,32.3,,"Helsana, BeneFit PLUS Flexmed, ab 3. Kind / dès le",47,,,,,30.1,
,,,,,,,3ème enfant,,,,,,,
126.4,,,,,97.3,,"Helsana, BeneFit PLUS Hausarzt R1",117.6,,,,,90.5,
50.5,,,,,32.3,,"Helsana, BeneFit PLUS Hausarzt R1, ab 3. Kind / dès",47,,,,,30.1,
,,,,,,,le 3ème enfant,,,,,,,
129.4,,,,,100.3,,"Helsana, BeneFit PLUS Hausarzt R2",120.4,,,,,93.3,
51.7,,,,,32.3,,"Helsana, BeneFit PLUS Hausarzt R2, ab 3. Kind / dès",48.1,,,,,30.1,
,,,,,,,le 3ème enfant,,,,,,,
132.4,,,,,103.3,,"Helsana, BeneFit PLUS Hausarzt R3",123.2,,,,,96.1,
52.9,,,,,32.3,,"Helsana, BeneFit PLUS Hausarzt R3, ab 3. Kind / dès",49.2,,,,,30.1,
,,,,,,,le 3ème enfant,,,,,,,
135.4,,,,,106.3,,"Helsana, BeneFit PLUS Hausarzt R4",126,,,,,98.9,
54.1,,,,,32.3,,"Helsana, BeneFit PLUS Hausarzt R4, ab 3. Kind / dès",50.4,,,,,30.1,
,,,,,,,le 3ème enfant,,,,,,,
118.2,,108.3,,98.3,,88.4,"KPT, KPTwin.doc",109.9,,100.7,,91.4,,82.2
142.5,136.7,130.9,125,119.2,113.4,107.5,"Mutuel, PrimaCare, Ein Kind / Un enfant",132.6,127.2,121.8,116.3,110.9,105.5,100
"Bundesamt für Gesundheit, 3003 Bern",,,,,,,,,September 2023,,,,,
"Office fédéral de la santé publique, 3003 Berne",,,,,,,25/28,,Septembre 2023,,,review-2023-09-24,,
Mit Unfall / avec risque accidents,,,,,,,2024,VD,,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,,Kinder / Enfants,,,,,Franchise / Franchise,,
0,100,200,300,400,500,600,Region / Région 2,0,100,200,300,400,500,600
106.9,102.6,98.2,93.8,89.4,85.1,80.7,"Mutuel, PrimaCare, Drei und mehr Kinder / Trois",99.5,95.4,91.4,87.3,83.2,79.2,75
,,,,,,,enfants et plus,,,,,,,
137.9,,126.3,,114.6,,102.9,"ÖKK, Hausarzt",128.3,,117.5,,106.6,,95.7
135.8,130,124.2,118.3,112.5,106.7,100.8,"Philos, PrimaCare, Ein Kind / Un enfant",126.3,120.9,115.6,110.1,104.7,99.3,93.8
101.9,97.5,93.2,88.8,84.4,80.1,75.6,"Philos, PrimaCare, Drei und mehr Kinder / Trois",94.8,90.7,86.7,82.6,78.6,74.5,70.4
,,,,,,,enfants et plus,,,,,,,
152,146.2,140.3,134.5,128.7,122.8,117,"Sana24, Med Direct",142.1,136.6,131.2,125.7,120.3,114.8,109.4
58.7,54.6,50.5,46.5,42.4,38.3,34.2,"Sana24, Med Direct, ab 3. Kind / dès le 3ème enfant",54.9,51.1,47.3,43.5,39.6,35.8,32
147.8,142,136.2,130.3,124.5,118.7,112.8,"Sanitas, CareMed",137.7,132.3,126.9,121.4,116,110.6,105.1
149.3,143.5,137.7,131.8,126,120.2,114.3,"Sanitas, NetMed 1",139,133.6,128.2,122.8,117.4,112,106.5
149.3,143.5,137.7,131.8,126,120.2,114.3,"Sanitas, NetMed 2",139,133.6,128.2,122.8,117.4,112,106.5
149.3,143.5,137.7,131.8,126,120.2,114.3,"Sanitas, NetMed 3",139,133.6,128.2,122.8,117.4,112,106.5
121.5,115.7,109.9,104,98.2,92.4,86.5,"Supra, PrimaCare, Ein Kind / Un enfant",113,107.7,102.3,96.8,91.4,86,80.5
91.2,86.8,82.5,78,73.7,69.3,64.9,"Supra, PrimaCare, Drei und mehr Kinder / Trois",84.8,80.8,76.8,72.6,68.6,64.5,60.4
,,,,,,,enfants et plus,,,,,,,
159,,147.3,,136.4,,124.7,"Swica, FAVORIT CASA",147.8,,137,,126.9,,116
66.3,,54.7,,43.3,,35.9,"Swica, FAVORIT CASA, ab 3. Kind / dès le 3ème",61.7,,50.8,,40.3,,33.3
,,,,,,,enfant,,,,,,,
158.2,,146.5,,136.4,,124.7,"Swica, FAVORIT MEDICA",147.1,,136.2,,126.9,,116
66,,54.3,,43.3,,35.9,"Swica, FAVORIT MEDICA, ab 3. Kind / dès le 3ème",61.4,,50.5,,40.3,,33.3
,,,,,,,enfant,,,,,,,
135.8,,127.3,,115.7,,104,"Swica, FAVORIT MEDPHARM",126.3,,118.4,,107.6,,96.7
56.7,,46.4,,35.9,,35.9,"Swica, FAVORIT MEDPHARM, ab 3. Kind / dès le",52.7,,43.2,,33.3,,33.3
,,,,,,,3ème enfant,,,,,,,
146.2,,135.3,,123.6,,112,"Swica, FAVORIT MULTICHOICE",135.9,,125.8,,115,,104.1
61,,49.7,,38,,35.9,"Swica, FAVORIT MULTICHOICE, ab 3. Kind / dès le",56.7,,46.2,,35.3,,33.3
,,,,,,,3ème enfant,,,,,,,
132.4,126.6,120.8,114.9,109.1,103.3,97.4,"Visana, Med Direct",123.8,118.4,112.9,107.5,102,96.5,91.1
57.8,52.1,46.1,40.3,35.3,35.3,35.3,"Visana, Med Direct, ab 3. Kind / dès le 3ème enfant",54.1,48.7,43.2,37.7,33,33,33
156,150.1,144.3,138.5,132.6,126.8,121,"Vivacare, Med Direct",145.8,140.3,134.9,129.4,124,118.5,113.1
60.2,56,51.9,47.7,43.5,39.3,35.1,"Vivacare, Med Direct, ab 3. Kind / dès le 3ème enfant",56.3,52.4,48.5,44.6,40.7,36.7,32.8
139.6,,127.9,,116.2,,104.6,"Vivao Sympany, callmed 24",129.9,,119,,108.1,,97.3
141.1,,129.5,,117.8,,106.1,"Vivao Sympany, casamed hausarzt",131.3,,120.5,,109.6,,98.7
136.4,,124.8,,113.1,,101.4,"Vivao Sympany, casamed pharm",126.9,,116.1,,105.2,,94.4
"Bundesamt für Gesundheit, 3003 Bern",,,,,,,,,September 2023,,,,,
"Office fédéral de la santé publique, 3003 Berne",,,,,,,26/28,,Septembre 2023,,,review-2023-09-24,,
,,,,,,,Prämien – HMO,,,,,,,
,,,,,,,Primes – HMO,,,,,,,
Mit Unfall / avec risque accidents,,,,,,,2024,VD,,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,,Kinder / Enfants,,,,,Franchise / Franchise,,
0,100,200,300,400,500,600,Region / Région 1,0,100,200,300,400,500,600
135.7,129.9,124.1,,112.4,,100.7,"Atupri, HMO",128.9,123.4,117.9,,106.8,,95.7
141.4,135.6,129.8,123.9,118.1,112.3,106.4,"Avenir, OptiMed, Ein Kind / Un enfant",131.6,126.2,120.8,115.3,109.9,104.5,99
106.1,101.7,97.4,93,88.6,84.3,79.8,"Avenir, OptiMed, Drei und mehr Kinder / Trois enfants",98.7,94.6,90.6,86.5,82.4,78.4,74.3
,,,,,,,et plus,,,,,,,
134.5,128.7,122.9,117,111.2,105.4,99.5,"Concordia, HMO",127.2,121.7,116.2,110.6,105.1,99.7,94.1
63.7,57.9,52.1,46.2,40.4,39.4,39.4,"Concordia, HMO, ab 3. Kind / dès le 3ème enfant",60.2,54.8,49.3,43.7,38.2,37.3,37.3
143.8,138,132.2,126.3,120.5,114.7,108.8,"Easy Sana, OptiMed, Ein Kind / Un enfant",133.8,128.4,123,117.5,112.1,106.7,101.2
107.9,103.5,99.2,94.8,90.4,86.1,81.6,"Easy Sana, OptiMed, Drei und mehr Kinder / Trois",100.4,96.3,92.3,88.2,84.1,80.1,75.9
,,,,,,,enfants et plus,,,,,,,
206.2,200.4,194.5,188.7,182.9,177,171.2,"Galenos, Managed Care",191.8,186.4,180.9,175.5,170.1,164.7,159.2
83.1,77.3,71.4,65.6,59.8,53.9,48.1,"Galenos, Managed Care, ab 3. Kind / dès le 3ème",77.3,71.9,66.5,61,55.6,50.2,44.8
,,,,,,,enfant,,,,,,,
119.4,,110.5,,101.6,,92.5,"KPT, KPTwin.plus",111,,102.7,,94.4,,86
143.5,137.7,131.9,126,120.2,114.4,108.5,"Mutuel, OptiMed, Ein Kind / Un enfant",133.5,128.1,122.7,117.2,111.8,106.4,101
107.7,103.3,99,94.5,90.2,85.8,81.4,"Mutuel, OptiMed, Drei und mehr Kinder / Trois enfants",100.2,96.1,92.1,87.9,83.9,79.8,75.8
,,,,,,,et plus,,,,,,,
148.7,,137.1,,125.4,,113.7,"ÖKK, Gesundheitszentrum",138.3,,127.6,,116.7,,105.8
146,140.2,134.4,128.5,122.7,116.9,111,"Philos, OptiMed, Ein Kind / Un enfant",135.8,130.4,125,119.6,114.2,108.8,103.3
109.5,105.2,100.8,96.4,92.1,87.7,83.3,"Philos, OptiMed, Drei und mehr Kinder / Trois enfants",101.9,97.9,93.8,89.7,85.7,81.6,77.5
,,,,,,,et plus,,,,,,,
153.9,148.1,142.3,136.4,130.6,124.8,118.9,"Sana24, Managed Care ohne Capitation",143.9,138.4,133,127.5,122.1,116.6,111.2
59.4,55.3,51.2,47,42.9,38.8,34.6,"Sana24, Managed Care ohne Capitation, ab 3. Kind /",55.6,51.7,47.9,44,40.1,36.3,32.4
,,,,,,,dès le 3ème enfant,,,,,,,
143.3,137.5,131.6,125.8,120,114.1,108.3,"Sana24, Managed Care",134,128.5,123.1,117.6,112.2,106.7,101.3
55.4,51.5,47.7,43.8,40,36.1,33.5,"Sana24, Managed Care, ab 3. Kind / dès le 3ème",51.8,48.2,44.6,41,37.4,33.8,31.3
,,,,,,,enfant,,,,,,,
150.1,144.3,138.5,132.6,126.8,121,115.1,"Sanitas, Medbase MultiAccess",139.8,134.4,129,123.5,118.1,112.7,107.2
142.2,,133.8,,122.1,,110.5,"Swica, FAVORIT SANTE",132.2,,124.4,,113.6,,102.7
59.3,,49,,37.4,,37.3,"Swica, FAVORIT SANTE, ab 3. Kind / dès le 3ème",55.2,,45.6,,34.7,,34.7
,,,,,,,enfant,,,,,,,
130.8,125,119.1,113.3,107.5,101.6,95.8,"Visana, Managed Care",122.3,116.8,111.4,105.9,100.5,95,89.6
57.1,51.4,45.4,39.6,36.8,36.8,36.8,"Visana, Managed Care, ab 3. Kind / dès le 3ème",53.4,48.1,42.5,37,34.4,34.4,34.4
,,,,,,,enfant,,,,,,,
157.6,151.8,145.9,140.1,134.3,128.4,122.6,"Vivacare, Managed Care",147.3,141.9,136.4,131,125.5,120.1,114.6
60.9,56.6,52.4,48.2,43.9,39.7,36.4,"Vivacare, Managed Care, ab 3. Kind / dès le 3ème",56.9,53,49,45,41.1,37.1,34
,,,,,,,enfant,,,,,,,
132.5,,120.8,,109.2,,97.5,"Vivao Sympany, casamed hmo",123.3,,112.4,,101.6,,90.7
"Bundesamt für Gesundheit, 3003 Bern",,,,,,,,,September 2023,,,,,
"Office fédéral de la santé publique, 3003 Berne",,,,,,,27/28,,Septembre 2023,,,review-2023-09-24,,
,,,,,,,Prämien – HMO,,,,,,,
,,,,,,,Primes – HMO,,,,,,,
Mit Unfall / avec risque accidents,,,,,,,2024,VD,,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,,Kinder / Enfants,,,,,Franchise / Franchise,,
0,100,200,300,400,500,600,Region / Région 2,0,100,200,300,400,500,600
129.9,124.1,118.3,,106.6,,94.9,"Atupri, HMO",123.4,117.9,112.4,,101.3,,90.2
131.5,125.7,119.9,114,108.2,102.4,96.5,"Avenir, OptiMed, Ein Kind / Un enfant",122.3,117,111.6,106.1,100.7,95.3,89.8
98.7,94.3,90,85.5,81.2,76.8,72.4,"Avenir, OptiMed, Drei und mehr Kinder / Trois enfants",91.8,87.7,83.7,79.6,75.6,71.5,67.4
,,,,,,,et plus,,,,,,,
127.7,121.9,116.1,110.2,104.4,98.6,92.7,"Concordia, HMO",120.7,115.2,109.8,104.2,98.7,93.2,87.7
60.5,54.7,48.9,43,37.5,37.5,37.5,"Concordia, HMO, ab 3. Kind / dès le 3ème enfant",57.2,51.7,46.3,40.7,35.5,35.5,35.5
133.7,127.9,122.1,116.2,110.4,104.6,98.7,"Easy Sana, OptiMed, Ein Kind / Un enfant",124.4,119,113.6,108.1,102.7,97.3,91.8
100.3,96,91.6,87.2,82.8,78.5,74.1,"Easy Sana, OptiMed, Drei und mehr Kinder / Trois",93.3,89.3,85.2,81.1,77.1,73.1,69
,,,,,,,enfants et plus,,,,,,,
188.3,182.4,176.6,170.8,164.9,159.1,153.3,"Galenos, Managed Care",175.1,169.7,164.3,158.8,153.4,148,142.6
75.7,69.8,64,58.2,52.3,46.5,43,"Galenos, Managed Care, ab 3. Kind / dès le 3ème",70.4,65,59.6,54.1,48.7,43.3,40
,,,,,,,enfant,,,,,,,
111.2,,102,,92.6,,83.3,"KPT, KPTwin.plus",103.4,,94.8,,86.1,,77.4
136.3,130.5,124.7,118.8,113,107.2,101.3,"Mutuel, OptiMed, Ein Kind / Un enfant",126.8,121.4,116,110.5,105.1,99.7,94.3
102.3,97.9,93.6,89.1,84.8,80.4,76,"Mutuel, OptiMed, Drei und mehr Kinder / Trois enfants",95.2,91.1,87.1,82.9,78.9,74.8,70.7
,,,,,,,et plus,,,,,,,
141.6,,130,,118.3,,106.6,"ÖKK, Gesundheitszentrum",131.7,,120.9,,110.1,,99.2
131.4,125.6,119.8,113.9,108.1,102.3,96.4,"Philos, OptiMed, Ein Kind / Un enfant",122.3,116.9,111.5,106,100.6,95.2,89.7
98.6,94.2,89.9,85.5,81.1,76.8,72.3,"Philos, OptiMed, Drei und mehr Kinder / Trois enfants",91.7,87.7,83.7,79.6,75.5,71.5,67.3
,,,,,,,et plus,,,,,,,
146.6,140.8,135,129.1,123.3,117.5,111.6,"Sana24, Managed Care ohne Capitation",137.1,131.6,126.2,120.7,115.3,109.8,104.4
56.6,52.7,48.8,44.8,40.9,37,33,"Sana24, Managed Care ohne Capitation, ab 3. Kind /",53,49.3,45.6,41.9,38.3,34.6,30.9
,,,,,,,dès le 3ème enfant,,,,,,,
135.9,130.1,124.3,118.4,112.6,106.8,100.9,"Sana24, Managed Care",127.1,121.6,116.2,110.7,105.3,99.8,94.4
52.5,48.9,45.2,41.6,37.9,34.3,31.9,"Sana24, Managed Care, ab 3. Kind / dès le 3ème",49.1,45.7,42.3,38.9,35.5,32.1,29.9
,,,,,,,enfant,,,,,,,
149.3,143.5,137.7,131.8,126,120.2,114.3,"Sanitas, Medbase MultiAccess",139,133.6,128.2,122.8,117.4,112,106.5
136.6,,128.1,,116.5,,104.8,"Swica, FAVORIT SANTE",127,,119.2,,108.3,,97.5
57,,46.7,,35.9,,35.9,"Swica, FAVORIT SANTE, ab 3. Kind / dès le 3ème",53,,43.4,,33.3,,33.3
,,,,,,,enfant,,,,,,,
125.4,119.6,113.7,107.9,102.1,96.2,90.4,"Visana, Managed Care",117.2,111.8,106.3,100.9,95.4,90,84.5
54.7,49.3,43.3,37.2,35.3,35.3,35.3,"Visana, Managed Care, ab 3. Kind / dès le 3ème",51.2,46.1,40.5,34.8,33,33,33
,,,,,,,enfant,,,,,,,
149.3,143.5,137.7,131.8,126,120.2,114.3,"Vivacare, Managed Care",139.6,134.1,128.7,123.2,117.8,112.3,106.9
57.7,53.7,49.7,45.7,41.6,37.6,34.5,"Vivacare, Managed Care, ab 3. Kind / dès le 3ème",53.9,50.2,46.4,42.7,38.9,35.2,32.3
,,,,,,,enfant,,,,,,,
134.9,,123.2,,111.5,,99.9,"Vivao Sympany, casamed hmo",125.5,,114.6,,103.7,,93
"Bundesamt für Gesundheit, 3003 Bern",,,,,,,,,September 2023,,,,,
"Office fédéral de la santé publique, 3003 Berne",,,,,,,28/28,,Septembre 2023,,,review-2023-09-24,,
